group,variable,value,nickname,university,year,datestarted,mayor,degree,hobby,canvas,kthsocial,facebook,learnings,courses,thesis,fiveyears
S18,Q2,3,DancingTomato2,,2017,44742,Computer Science,Master in Science,When I am not studying I enjoy taking walks with my dog in the forest - as well as playing video games with my friends online. I have recently gotten much more interested in cooking and find it very enjoyable. I have also played quite a bit of tennis - although it was a while ago now. ,Yes - several times a day.,Have not really used it at all - dont really know what it is. Guess I am open to use it.,Yes - several times a day.,Sounds quite obvious - but I expect to learn how to visualize information so it becomes clear and understandable to the user. I don't really know how I am going to use what I will learn - I didn't take this course in order to learn how to do things for some specific goal or task. But I suppose if I end up creating software for users it will be very useful to know how to present and visualize information so users quickly understand it.,DD1393 ( Software Construction ) a course where we worked in large groups and created and delivered software to some company. I took the course last year.I suppose all programming courses I have taken are quite relevant - since they both have given me coding experience - but also expierience with git.Two years ago I took DH1620 ( human-computer interaction introduction ).Two years ago I also took SF1924 ( Probability and statistics ). ,Have not started planning for it.,I am quite certain I will be somewhere in the industry as a programmer. I don't think I want to start my own company or join some small litlle startup. I don't think I either want to be a consultant. But it is hard to be more specific than that. Can't say I have ruled out working with computer games - but I am not sure if that is what I want to do. In fact I am quite open minded - I think I will be satisfied as long as I get to do programming.
S18,Q3,4,DancingTomato2,,2017,44742,Computer Science,Master in Science,When I am not studying I enjoy taking walks with my dog in the forest - as well as playing video games with my friends online. I have recently gotten much more interested in cooking and find it very enjoyable. I have also played quite a bit of tennis - although it was a while ago now. ,Yes - several times a day.,Have not really used it at all - dont really know what it is. Guess I am open to use it.,Yes - several times a day.,Sounds quite obvious - but I expect to learn how to visualize information so it becomes clear and understandable to the user. I don't really know how I am going to use what I will learn - I didn't take this course in order to learn how to do things for some specific goal or task. But I suppose if I end up creating software for users it will be very useful to know how to present and visualize information so users quickly understand it.,DD1393 ( Software Construction ) a course where we worked in large groups and created and delivered software to some company. I took the course last year.I suppose all programming courses I have taken are quite relevant - since they both have given me coding experience - but also expierience with git.Two years ago I took DH1620 ( human-computer interaction introduction ).Two years ago I also took SF1924 ( Probability and statistics ). ,Have not started planning for it.,I am quite certain I will be somewhere in the industry as a programmer. I don't think I want to start my own company or join some small litlle startup. I don't think I either want to be a consultant. But it is hard to be more specific than that. Can't say I have ruled out working with computer games - but I am not sure if that is what I want to do. In fact I am quite open minded - I think I will be satisfied as long as I get to do programming.
S18,Q4,1,DancingTomato2,,2017,44742,Computer Science,Master in Science,When I am not studying I enjoy taking walks with my dog in the forest - as well as playing video games with my friends online. I have recently gotten much more interested in cooking and find it very enjoyable. I have also played quite a bit of tennis - although it was a while ago now. ,Yes - several times a day.,Have not really used it at all - dont really know what it is. Guess I am open to use it.,Yes - several times a day.,Sounds quite obvious - but I expect to learn how to visualize information so it becomes clear and understandable to the user. I don't really know how I am going to use what I will learn - I didn't take this course in order to learn how to do things for some specific goal or task. But I suppose if I end up creating software for users it will be very useful to know how to present and visualize information so users quickly understand it.,DD1393 ( Software Construction ) a course where we worked in large groups and created and delivered software to some company. I took the course last year.I suppose all programming courses I have taken are quite relevant - since they both have given me coding experience - but also expierience with git.Two years ago I took DH1620 ( human-computer interaction introduction ).Two years ago I also took SF1924 ( Probability and statistics ). ,Have not started planning for it.,I am quite certain I will be somewhere in the industry as a programmer. I don't think I want to start my own company or join some small litlle startup. I don't think I either want to be a consultant. But it is hard to be more specific than that. Can't say I have ruled out working with computer games - but I am not sure if that is what I want to do. In fact I am quite open minded - I think I will be satisfied as long as I get to do programming.
S18,Q5,4,DancingTomato2,,2017,44742,Computer Science,Master in Science,When I am not studying I enjoy taking walks with my dog in the forest - as well as playing video games with my friends online. I have recently gotten much more interested in cooking and find it very enjoyable. I have also played quite a bit of tennis - although it was a while ago now. ,Yes - several times a day.,Have not really used it at all - dont really know what it is. Guess I am open to use it.,Yes - several times a day.,Sounds quite obvious - but I expect to learn how to visualize information so it becomes clear and understandable to the user. I don't really know how I am going to use what I will learn - I didn't take this course in order to learn how to do things for some specific goal or task. But I suppose if I end up creating software for users it will be very useful to know how to present and visualize information so users quickly understand it.,DD1393 ( Software Construction ) a course where we worked in large groups and created and delivered software to some company. I took the course last year.I suppose all programming courses I have taken are quite relevant - since they both have given me coding experience - but also expierience with git.Two years ago I took DH1620 ( human-computer interaction introduction ).Two years ago I also took SF1924 ( Probability and statistics ). ,Have not started planning for it.,I am quite certain I will be somewhere in the industry as a programmer. I don't think I want to start my own company or join some small litlle startup. I don't think I either want to be a consultant. But it is hard to be more specific than that. Can't say I have ruled out working with computer games - but I am not sure if that is what I want to do. In fact I am quite open minded - I think I will be satisfied as long as I get to do programming.
S18,Q6,3,DancingTomato2,,2017,44742,Computer Science,Master in Science,When I am not studying I enjoy taking walks with my dog in the forest - as well as playing video games with my friends online. I have recently gotten much more interested in cooking and find it very enjoyable. I have also played quite a bit of tennis - although it was a while ago now. ,Yes - several times a day.,Have not really used it at all - dont really know what it is. Guess I am open to use it.,Yes - several times a day.,Sounds quite obvious - but I expect to learn how to visualize information so it becomes clear and understandable to the user. I don't really know how I am going to use what I will learn - I didn't take this course in order to learn how to do things for some specific goal or task. But I suppose if I end up creating software for users it will be very useful to know how to present and visualize information so users quickly understand it.,DD1393 ( Software Construction ) a course where we worked in large groups and created and delivered software to some company. I took the course last year.I suppose all programming courses I have taken are quite relevant - since they both have given me coding experience - but also expierience with git.Two years ago I took DH1620 ( human-computer interaction introduction ).Two years ago I also took SF1924 ( Probability and statistics ). ,Have not started planning for it.,I am quite certain I will be somewhere in the industry as a programmer. I don't think I want to start my own company or join some small litlle startup. I don't think I either want to be a consultant. But it is hard to be more specific than that. Can't say I have ruled out working with computer games - but I am not sure if that is what I want to do. In fact I am quite open minded - I think I will be satisfied as long as I get to do programming.
S18,Q7,3,DancingTomato2,,2017,44742,Computer Science,Master in Science,When I am not studying I enjoy taking walks with my dog in the forest - as well as playing video games with my friends online. I have recently gotten much more interested in cooking and find it very enjoyable. I have also played quite a bit of tennis - although it was a while ago now. ,Yes - several times a day.,Have not really used it at all - dont really know what it is. Guess I am open to use it.,Yes - several times a day.,Sounds quite obvious - but I expect to learn how to visualize information so it becomes clear and understandable to the user. I don't really know how I am going to use what I will learn - I didn't take this course in order to learn how to do things for some specific goal or task. But I suppose if I end up creating software for users it will be very useful to know how to present and visualize information so users quickly understand it.,DD1393 ( Software Construction ) a course where we worked in large groups and created and delivered software to some company. I took the course last year.I suppose all programming courses I have taken are quite relevant - since they both have given me coding experience - but also expierience with git.Two years ago I took DH1620 ( human-computer interaction introduction ).Two years ago I also took SF1924 ( Probability and statistics ). ,Have not started planning for it.,I am quite certain I will be somewhere in the industry as a programmer. I don't think I want to start my own company or join some small litlle startup. I don't think I either want to be a consultant. But it is hard to be more specific than that. Can't say I have ruled out working with computer games - but I am not sure if that is what I want to do. In fact I am quite open minded - I think I will be satisfied as long as I get to do programming.
S18,Q8,2,DancingTomato2,,2017,44742,Computer Science,Master in Science,When I am not studying I enjoy taking walks with my dog in the forest - as well as playing video games with my friends online. I have recently gotten much more interested in cooking and find it very enjoyable. I have also played quite a bit of tennis - although it was a while ago now. ,Yes - several times a day.,Have not really used it at all - dont really know what it is. Guess I am open to use it.,Yes - several times a day.,Sounds quite obvious - but I expect to learn how to visualize information so it becomes clear and understandable to the user. I don't really know how I am going to use what I will learn - I didn't take this course in order to learn how to do things for some specific goal or task. But I suppose if I end up creating software for users it will be very useful to know how to present and visualize information so users quickly understand it.,DD1393 ( Software Construction ) a course where we worked in large groups and created and delivered software to some company. I took the course last year.I suppose all programming courses I have taken are quite relevant - since they both have given me coding experience - but also expierience with git.Two years ago I took DH1620 ( human-computer interaction introduction ).Two years ago I also took SF1924 ( Probability and statistics ). ,Have not started planning for it.,I am quite certain I will be somewhere in the industry as a programmer. I don't think I want to start my own company or join some small litlle startup. I don't think I either want to be a consultant. But it is hard to be more specific than that. Can't say I have ruled out working with computer games - but I am not sure if that is what I want to do. In fact I am quite open minded - I think I will be satisfied as long as I get to do programming.
S18,Q9,2,DancingTomato2,,2017,44742,Computer Science,Master in Science,When I am not studying I enjoy taking walks with my dog in the forest - as well as playing video games with my friends online. I have recently gotten much more interested in cooking and find it very enjoyable. I have also played quite a bit of tennis - although it was a while ago now. ,Yes - several times a day.,Have not really used it at all - dont really know what it is. Guess I am open to use it.,Yes - several times a day.,Sounds quite obvious - but I expect to learn how to visualize information so it becomes clear and understandable to the user. I don't really know how I am going to use what I will learn - I didn't take this course in order to learn how to do things for some specific goal or task. But I suppose if I end up creating software for users it will be very useful to know how to present and visualize information so users quickly understand it.,DD1393 ( Software Construction ) a course where we worked in large groups and created and delivered software to some company. I took the course last year.I suppose all programming courses I have taken are quite relevant - since they both have given me coding experience - but also expierience with git.Two years ago I took DH1620 ( human-computer interaction introduction ).Two years ago I also took SF1924 ( Probability and statistics ). ,Have not started planning for it.,I am quite certain I will be somewhere in the industry as a programmer. I don't think I want to start my own company or join some small litlle startup. I don't think I either want to be a consultant. But it is hard to be more specific than that. Can't say I have ruled out working with computer games - but I am not sure if that is what I want to do. In fact I am quite open minded - I think I will be satisfied as long as I get to do programming.
S18,Q10,6,DancingTomato2,,2017,44742,Computer Science,Master in Science,When I am not studying I enjoy taking walks with my dog in the forest - as well as playing video games with my friends online. I have recently gotten much more interested in cooking and find it very enjoyable. I have also played quite a bit of tennis - although it was a while ago now. ,Yes - several times a day.,Have not really used it at all - dont really know what it is. Guess I am open to use it.,Yes - several times a day.,Sounds quite obvious - but I expect to learn how to visualize information so it becomes clear and understandable to the user. I don't really know how I am going to use what I will learn - I didn't take this course in order to learn how to do things for some specific goal or task. But I suppose if I end up creating software for users it will be very useful to know how to present and visualize information so users quickly understand it.,DD1393 ( Software Construction ) a course where we worked in large groups and created and delivered software to some company. I took the course last year.I suppose all programming courses I have taken are quite relevant - since they both have given me coding experience - but also expierience with git.Two years ago I took DH1620 ( human-computer interaction introduction ).Two years ago I also took SF1924 ( Probability and statistics ). ,Have not started planning for it.,I am quite certain I will be somewhere in the industry as a programmer. I don't think I want to start my own company or join some small litlle startup. I don't think I either want to be a consultant. But it is hard to be more specific than that. Can't say I have ruled out working with computer games - but I am not sure if that is what I want to do. In fact I am quite open minded - I think I will be satisfied as long as I get to do programming.
S18,Q11,7,DancingTomato2,,2017,44742,Computer Science,Master in Science,When I am not studying I enjoy taking walks with my dog in the forest - as well as playing video games with my friends online. I have recently gotten much more interested in cooking and find it very enjoyable. I have also played quite a bit of tennis - although it was a while ago now. ,Yes - several times a day.,Have not really used it at all - dont really know what it is. Guess I am open to use it.,Yes - several times a day.,Sounds quite obvious - but I expect to learn how to visualize information so it becomes clear and understandable to the user. I don't really know how I am going to use what I will learn - I didn't take this course in order to learn how to do things for some specific goal or task. But I suppose if I end up creating software for users it will be very useful to know how to present and visualize information so users quickly understand it.,DD1393 ( Software Construction ) a course where we worked in large groups and created and delivered software to some company. I took the course last year.I suppose all programming courses I have taken are quite relevant - since they both have given me coding experience - but also expierience with git.Two years ago I took DH1620 ( human-computer interaction introduction ).Two years ago I also took SF1924 ( Probability and statistics ). ,Have not started planning for it.,I am quite certain I will be somewhere in the industry as a programmer. I don't think I want to start my own company or join some small litlle startup. I don't think I either want to be a consultant. But it is hard to be more specific than that. Can't say I have ruled out working with computer games - but I am not sure if that is what I want to do. In fact I am quite open minded - I think I will be satisfied as long as I get to do programming.
S18,Q12,4,DancingTomato2,,2017,44742,Computer Science,Master in Science,When I am not studying I enjoy taking walks with my dog in the forest - as well as playing video games with my friends online. I have recently gotten much more interested in cooking and find it very enjoyable. I have also played quite a bit of tennis - although it was a while ago now. ,Yes - several times a day.,Have not really used it at all - dont really know what it is. Guess I am open to use it.,Yes - several times a day.,Sounds quite obvious - but I expect to learn how to visualize information so it becomes clear and understandable to the user. I don't really know how I am going to use what I will learn - I didn't take this course in order to learn how to do things for some specific goal or task. But I suppose if I end up creating software for users it will be very useful to know how to present and visualize information so users quickly understand it.,DD1393 ( Software Construction ) a course where we worked in large groups and created and delivered software to some company. I took the course last year.I suppose all programming courses I have taken are quite relevant - since they both have given me coding experience - but also expierience with git.Two years ago I took DH1620 ( human-computer interaction introduction ).Two years ago I also took SF1924 ( Probability and statistics ). ,Have not started planning for it.,I am quite certain I will be somewhere in the industry as a programmer. I don't think I want to start my own company or join some small litlle startup. I don't think I either want to be a consultant. But it is hard to be more specific than that. Can't say I have ruled out working with computer games - but I am not sure if that is what I want to do. In fact I am quite open minded - I think I will be satisfied as long as I get to do programming.
S19,Q1,2,Frogster,,2017,43993,Computer Science - Human-Computer Interaction,Master in Science,I like being creative. Drawing - playing instruments - crafting - making stuff. I also enjoy rock climbing - gaming and listening to music.,Yes - several times a day.,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,I expect to learn the theory behind information visualization. how to best represent data - maybe design patterns - general concepts. I also expect to learn the programming part of it. I will hopefully be able to use it when I start working - maybe to create better UI? For presentations of data to both customers and others in the same company? Not 100% sure.,DM2601 HT-20 - Dynamic web programming at Uppsala Uni summer 2020 - some programming courses that I've taken during my bacherlors might be relevant?,Have not started planning for it.,Working for a company that allows me to be somewhat creative. Maybe in the cultural sector.
S19,Q2,4,Frogster,,2017,43993,Computer Science - Human-Computer Interaction,Master in Science,I like being creative. Drawing - playing instruments - crafting - making stuff. I also enjoy rock climbing - gaming and listening to music.,Yes - several times a day.,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,I expect to learn the theory behind information visualization. how to best represent data - maybe design patterns - general concepts. I also expect to learn the programming part of it. I will hopefully be able to use it when I start working - maybe to create better UI? For presentations of data to both customers and others in the same company? Not 100% sure.,DM2601 HT-20 - Dynamic web programming at Uppsala Uni summer 2020 - some programming courses that I've taken during my bacherlors might be relevant?,Have not started planning for it.,Working for a company that allows me to be somewhat creative. Maybe in the cultural sector.
S19,Q3,5,Frogster,,2017,43993,Computer Science - Human-Computer Interaction,Master in Science,I like being creative. Drawing - playing instruments - crafting - making stuff. I also enjoy rock climbing - gaming and listening to music.,Yes - several times a day.,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,I expect to learn the theory behind information visualization. how to best represent data - maybe design patterns - general concepts. I also expect to learn the programming part of it. I will hopefully be able to use it when I start working - maybe to create better UI? For presentations of data to both customers and others in the same company? Not 100% sure.,DM2601 HT-20 - Dynamic web programming at Uppsala Uni summer 2020 - some programming courses that I've taken during my bacherlors might be relevant?,Have not started planning for it.,Working for a company that allows me to be somewhat creative. Maybe in the cultural sector.
S19,Q4,6,Frogster,,2017,43993,Computer Science - Human-Computer Interaction,Master in Science,I like being creative. Drawing - playing instruments - crafting - making stuff. I also enjoy rock climbing - gaming and listening to music.,Yes - several times a day.,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,I expect to learn the theory behind information visualization. how to best represent data - maybe design patterns - general concepts. I also expect to learn the programming part of it. I will hopefully be able to use it when I start working - maybe to create better UI? For presentations of data to both customers and others in the same company? Not 100% sure.,DM2601 HT-20 - Dynamic web programming at Uppsala Uni summer 2020 - some programming courses that I've taken during my bacherlors might be relevant?,Have not started planning for it.,Working for a company that allows me to be somewhat creative. Maybe in the cultural sector.
S19,Q5,8,Frogster,,2017,43993,Computer Science - Human-Computer Interaction,Master in Science,I like being creative. Drawing - playing instruments - crafting - making stuff. I also enjoy rock climbing - gaming and listening to music.,Yes - several times a day.,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,I expect to learn the theory behind information visualization. how to best represent data - maybe design patterns - general concepts. I also expect to learn the programming part of it. I will hopefully be able to use it when I start working - maybe to create better UI? For presentations of data to both customers and others in the same company? Not 100% sure.,DM2601 HT-20 - Dynamic web programming at Uppsala Uni summer 2020 - some programming courses that I've taken during my bacherlors might be relevant?,Have not started planning for it.,Working for a company that allows me to be somewhat creative. Maybe in the cultural sector.
S19,Q6,7,Frogster,,2017,43993,Computer Science - Human-Computer Interaction,Master in Science,I like being creative. Drawing - playing instruments - crafting - making stuff. I also enjoy rock climbing - gaming and listening to music.,Yes - several times a day.,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,I expect to learn the theory behind information visualization. how to best represent data - maybe design patterns - general concepts. I also expect to learn the programming part of it. I will hopefully be able to use it when I start working - maybe to create better UI? For presentations of data to both customers and others in the same company? Not 100% sure.,DM2601 HT-20 - Dynamic web programming at Uppsala Uni summer 2020 - some programming courses that I've taken during my bacherlors might be relevant?,Have not started planning for it.,Working for a company that allows me to be somewhat creative. Maybe in the cultural sector.
S19,Q7,2,Frogster,,2017,43993,Computer Science - Human-Computer Interaction,Master in Science,I like being creative. Drawing - playing instruments - crafting - making stuff. I also enjoy rock climbing - gaming and listening to music.,Yes - several times a day.,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,I expect to learn the theory behind information visualization. how to best represent data - maybe design patterns - general concepts. I also expect to learn the programming part of it. I will hopefully be able to use it when I start working - maybe to create better UI? For presentations of data to both customers and others in the same company? Not 100% sure.,DM2601 HT-20 - Dynamic web programming at Uppsala Uni summer 2020 - some programming courses that I've taken during my bacherlors might be relevant?,Have not started planning for it.,Working for a company that allows me to be somewhat creative. Maybe in the cultural sector.
S19,Q8,2,Frogster,,2017,43993,Computer Science - Human-Computer Interaction,Master in Science,I like being creative. Drawing - playing instruments - crafting - making stuff. I also enjoy rock climbing - gaming and listening to music.,Yes - several times a day.,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,I expect to learn the theory behind information visualization. how to best represent data - maybe design patterns - general concepts. I also expect to learn the programming part of it. I will hopefully be able to use it when I start working - maybe to create better UI? For presentations of data to both customers and others in the same company? Not 100% sure.,DM2601 HT-20 - Dynamic web programming at Uppsala Uni summer 2020 - some programming courses that I've taken during my bacherlors might be relevant?,Have not started planning for it.,Working for a company that allows me to be somewhat creative. Maybe in the cultural sector.
S19,Q9,1,Frogster,,2017,43993,Computer Science - Human-Computer Interaction,Master in Science,I like being creative. Drawing - playing instruments - crafting - making stuff. I also enjoy rock climbing - gaming and listening to music.,Yes - several times a day.,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,I expect to learn the theory behind information visualization. how to best represent data - maybe design patterns - general concepts. I also expect to learn the programming part of it. I will hopefully be able to use it when I start working - maybe to create better UI? For presentations of data to both customers and others in the same company? Not 100% sure.,DM2601 HT-20 - Dynamic web programming at Uppsala Uni summer 2020 - some programming courses that I've taken during my bacherlors might be relevant?,Have not started planning for it.,Working for a company that allows me to be somewhat creative. Maybe in the cultural sector.
S19,Q10,10,Frogster,,2017,43993,Computer Science - Human-Computer Interaction,Master in Science,I like being creative. Drawing - playing instruments - crafting - making stuff. I also enjoy rock climbing - gaming and listening to music.,Yes - several times a day.,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,I expect to learn the theory behind information visualization. how to best represent data - maybe design patterns - general concepts. I also expect to learn the programming part of it. I will hopefully be able to use it when I start working - maybe to create better UI? For presentations of data to both customers and others in the same company? Not 100% sure.,DM2601 HT-20 - Dynamic web programming at Uppsala Uni summer 2020 - some programming courses that I've taken during my bacherlors might be relevant?,Have not started planning for it.,Working for a company that allows me to be somewhat creative. Maybe in the cultural sector.
S19,Q11,8,Frogster,,2017,43993,Computer Science - Human-Computer Interaction,Master in Science,I like being creative. Drawing - playing instruments - crafting - making stuff. I also enjoy rock climbing - gaming and listening to music.,Yes - several times a day.,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,I expect to learn the theory behind information visualization. how to best represent data - maybe design patterns - general concepts. I also expect to learn the programming part of it. I will hopefully be able to use it when I start working - maybe to create better UI? For presentations of data to both customers and others in the same company? Not 100% sure.,DM2601 HT-20 - Dynamic web programming at Uppsala Uni summer 2020 - some programming courses that I've taken during my bacherlors might be relevant?,Have not started planning for it.,Working for a company that allows me to be somewhat creative. Maybe in the cultural sector.
S19,Q12,7,Frogster,,2017,43993,Computer Science - Human-Computer Interaction,Master in Science,I like being creative. Drawing - playing instruments - crafting - making stuff. I also enjoy rock climbing - gaming and listening to music.,Yes - several times a day.,No - but I wouldn't mind using it.,No - but I wouldn't mind using it.,I expect to learn the theory behind information visualization. how to best represent data - maybe design patterns - general concepts. I also expect to learn the programming part of it. I will hopefully be able to use it when I start working - maybe to create better UI? For presentations of data to both customers and others in the same company? Not 100% sure.,DM2601 HT-20 - Dynamic web programming at Uppsala Uni summer 2020 - some programming courses that I've taken during my bacherlors might be relevant?,Have not started planning for it.,Working for a company that allows me to be somewhat creative. Maybe in the cultural sector.
S20,Q1,3,swoop11,,2020 (Bachelor 2015-2018),44348,Computer Science,Master in Science,Reading - Music - Programming,Yes - several times a day.,Yes - but only a few times a week.,Yes - but only a few times a week.,Theory - design & construction of graphs - visual models - 3D modelling,Human Computer Interaction - University of Technology Sydney - 2017,Have not started planning for it.,IT-industry working with software/visualisation/machine learning
S20,Q2,1,swoop11,,2020 (Bachelor 2015-2018),44348,Computer Science,Master in Science,Reading - Music - Programming,Yes - several times a day.,Yes - but only a few times a week.,Yes - but only a few times a week.,Theory - design & construction of graphs - visual models - 3D modelling,Human Computer Interaction - University of Technology Sydney - 2017,Have not started planning for it.,IT-industry working with software/visualisation/machine learning
S20,Q3,5,swoop11,,2020 (Bachelor 2015-2018),44348,Computer Science,Master in Science,Reading - Music - Programming,Yes - several times a day.,Yes - but only a few times a week.,Yes - but only a few times a week.,Theory - design & construction of graphs - visual models - 3D modelling,Human Computer Interaction - University of Technology Sydney - 2017,Have not started planning for it.,IT-industry working with software/visualisation/machine learning
S20,Q4,7,swoop11,,2020 (Bachelor 2015-2018),44348,Computer Science,Master in Science,Reading - Music - Programming,Yes - several times a day.,Yes - but only a few times a week.,Yes - but only a few times a week.,Theory - design & construction of graphs - visual models - 3D modelling,Human Computer Interaction - University of Technology Sydney - 2017,Have not started planning for it.,IT-industry working with software/visualisation/machine learning
S20,Q5,7,swoop11,,2020 (Bachelor 2015-2018),44348,Computer Science,Master in Science,Reading - Music - Programming,Yes - several times a day.,Yes - but only a few times a week.,Yes - but only a few times a week.,Theory - design & construction of graphs - visual models - 3D modelling,Human Computer Interaction - University of Technology Sydney - 2017,Have not started planning for it.,IT-industry working with software/visualisation/machine learning
S20,Q6,6,swoop11,,2020 (Bachelor 2015-2018),44348,Computer Science,Master in Science,Reading - Music - Programming,Yes - several times a day.,Yes - but only a few times a week.,Yes - but only a few times a week.,Theory - design & construction of graphs - visual models - 3D modelling,Human Computer Interaction - University of Technology Sydney - 2017,Have not started planning for it.,IT-industry working with software/visualisation/machine learning
S20,Q7,1,swoop11,,2020 (Bachelor 2015-2018),44348,Computer Science,Master in Science,Reading - Music - Programming,Yes - several times a day.,Yes - but only a few times a week.,Yes - but only a few times a week.,Theory - design & construction of graphs - visual models - 3D modelling,Human Computer Interaction - University of Technology Sydney - 2017,Have not started planning for it.,IT-industry working with software/visualisation/machine learning
S20,Q8,4,swoop11,,2020 (Bachelor 2015-2018),44348,Computer Science,Master in Science,Reading - Music - Programming,Yes - several times a day.,Yes - but only a few times a week.,Yes - but only a few times a week.,Theory - design & construction of graphs - visual models - 3D modelling,Human Computer Interaction - University of Technology Sydney - 2017,Have not started planning for it.,IT-industry working with software/visualisation/machine learning
S20,Q9,4,swoop11,,2020 (Bachelor 2015-2018),44348,Computer Science,Master in Science,Reading - Music - Programming,Yes - several times a day.,Yes - but only a few times a week.,Yes - but only a few times a week.,Theory - design & construction of graphs - visual models - 3D modelling,Human Computer Interaction - University of Technology Sydney - 2017,Have not started planning for it.,IT-industry working with software/visualisation/machine learning
S20,Q10,6,swoop11,,2020 (Bachelor 2015-2018),44348,Computer Science,Master in Science,Reading - Music - Programming,Yes - several times a day.,Yes - but only a few times a week.,Yes - but only a few times a week.,Theory - design & construction of graphs - visual models - 3D modelling,Human Computer Interaction - University of Technology Sydney - 2017,Have not started planning for it.,IT-industry working with software/visualisation/machine learning
S20,Q11,6,swoop11,,2020 (Bachelor 2015-2018),44348,Computer Science,Master in Science,Reading - Music - Programming,Yes - several times a day.,Yes - but only a few times a week.,Yes - but only a few times a week.,Theory - design & construction of graphs - visual models - 3D modelling,Human Computer Interaction - University of Technology Sydney - 2017,Have not started planning for it.,IT-industry working with software/visualisation/machine learning
S20,Q12,6,swoop11,,2020 (Bachelor 2015-2018),44348,Computer Science,Master in Science,Reading - Music - Programming,Yes - several times a day.,Yes - but only a few times a week.,Yes - but only a few times a week.,Theory - design & construction of graphs - visual models - 3D modelling,Human Computer Interaction - University of Technology Sydney - 2017,Have not started planning for it.,IT-industry working with software/visualisation/machine learning
S21,Q1,3,Maximillianmus,,2017,44727,Computer Science,Master in Science,Gaming and coding are my hobbies. someother thinghs that interest me is geopolitics and history. I also have a interest in drawing but it is on the backburner.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,I expect to learn ways to visualize data ,DH2620 ,,Industry - as a developer. Preferably working with rendering in some way.
S21,Q2,6,Maximillianmus,,2017,44727,Computer Science,Master in Science,Gaming and coding are my hobbies. someother thinghs that interest me is geopolitics and history. I also have a interest in drawing but it is on the backburner.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,I expect to learn ways to visualize data ,DH2620 ,,Industry - as a developer. Preferably working with rendering in some way.
S21,Q3,6,Maximillianmus,,2017,44727,Computer Science,Master in Science,Gaming and coding are my hobbies. someother thinghs that interest me is geopolitics and history. I also have a interest in drawing but it is on the backburner.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,I expect to learn ways to visualize data ,DH2620 ,,Industry - as a developer. Preferably working with rendering in some way.
S21,Q4,4,Maximillianmus,,2017,44727,Computer Science,Master in Science,Gaming and coding are my hobbies. someother thinghs that interest me is geopolitics and history. I also have a interest in drawing but it is on the backburner.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,I expect to learn ways to visualize data ,DH2620 ,,Industry - as a developer. Preferably working with rendering in some way.
S21,Q5,8,Maximillianmus,,2017,44727,Computer Science,Master in Science,Gaming and coding are my hobbies. someother thinghs that interest me is geopolitics and history. I also have a interest in drawing but it is on the backburner.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,I expect to learn ways to visualize data ,DH2620 ,,Industry - as a developer. Preferably working with rendering in some way.
S21,Q6,7,Maximillianmus,,2017,44727,Computer Science,Master in Science,Gaming and coding are my hobbies. someother thinghs that interest me is geopolitics and history. I also have a interest in drawing but it is on the backburner.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,I expect to learn ways to visualize data ,DH2620 ,,Industry - as a developer. Preferably working with rendering in some way.
S21,Q7,2,Maximillianmus,,2017,44727,Computer Science,Master in Science,Gaming and coding are my hobbies. someother thinghs that interest me is geopolitics and history. I also have a interest in drawing but it is on the backburner.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,I expect to learn ways to visualize data ,DH2620 ,,Industry - as a developer. Preferably working with rendering in some way.
S21,Q8,4,Maximillianmus,,2017,44727,Computer Science,Master in Science,Gaming and coding are my hobbies. someother thinghs that interest me is geopolitics and history. I also have a interest in drawing but it is on the backburner.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,I expect to learn ways to visualize data ,DH2620 ,,Industry - as a developer. Preferably working with rendering in some way.
S21,Q9,6,Maximillianmus,,2017,44727,Computer Science,Master in Science,Gaming and coding are my hobbies. someother thinghs that interest me is geopolitics and history. I also have a interest in drawing but it is on the backburner.,Yes - several times a day.,No - but I wouldn't mind using it.,Yes - but only a few times a week.,I expect to learn ways to visualize data ,DH2620 ,,Industry - as a developer. Preferably working with rendering in some way.
